Last Name, First Name;Last Name;First Name;Wikipedia Name;Birth Dates;Death Dates;Website;Website;VIAF ID;Membership (s);Membership (s) (cont.);Membership (s) (cont.);Membership (s) (cont.)
Gohl,  Johann Daniel;Gohl; Johann Daniel; Johann Daniel Gohl;1674;1731;http://viaf.org/viaf/69983556;http://viaf.org/viaf/;69983556;OM 08.01.1711 ;;;
Barbeyrac,  Jean;Barbeyrac; Jean; Jean Barbeyrac;1674;1774;http://viaf.org/viaf/36929049;http://viaf.org/viaf/;36929049;AM 07.06.1713  to 24.01.1744 ;AM 01.24.1744 ;;
Andreae,  Johann Ernst;Andreae; Johann Ernst; Johann Ernst Andreae;1674;1731;http://viaf.org/viaf/27854340;http://viaf.org/viaf/;27854340;OM 07.02.1714 ;;;
Leupold,  Jacob;Leupold; Jacob; Jacob Leupold;1674;1727;http://viaf.org/viaf/30328850;http://viaf.org/viaf/;30328850;AM 12.04.1715 ;;;
Havighorst,  Johann;Havighorst; Johann; Johann Havighorst;1674;1732;http://viaf.org/viaf/67333696;http://viaf.org/viaf/;67333696;AM 27.07.1725 ;;;
Mencke, Johann Burkhard;Mencke;Johann Burkhard;Johann Burkhard Mencke;1674;1732;http://viaf.org/viaf/76466492;http://viaf.org/viaf/;76466492;AM 06.19.1726 ;;;
Segers,  Johann Ernst;Segers; Johann Ernst; Johann Ernst Segers;1675;1719;http://viaf.org/viaf/71826666;http://viaf.org/viaf/;71826666;AM 04.02.1703 ;;;
Printzen,  Marquard Ludwig Freiherr von;Printzen; Marquard Ludwig Freiherr von; Marquard Ludwig Freiherr von Printzen;1675;1725;http://viaf.org/viaf/76752374;http://viaf.org/viaf/;76752374;OM 07.08.1710 ;;;
Lehmann,  Johann Christian;Lehmann; Johann Christian; Johann Christian Lehmann;1675;1739;http://viaf.org/viaf/54911327;http://viaf.org/viaf/;54911327;AM 07.06.1713 ;;;
Ring,  Wilhelm Siegfried;Ring; Wilhelm Siegfried; Wilhelm Siegfried Ring;1675;1736;http://viaf.org/viaf/62415944;http://viaf.org/viaf/;62415944;OM 03.05.1719 ;;;
Stief,  Christian;Stief; Christian; Christian Stief;1675;1751;http://viaf.org/viaf/57723516;http://viaf.org/viaf/;57723516;AM 12.28.1719 ;;;
Delisle,  Guillaume;Delisle; Guillaume; Guillaume Delisle;1675;1726;http://viaf.org/viaf/19841342;http://viaf.org/viaf/;19841342;AM 03.11.1723 ;;;
Doederlein,  Johann Alexander;Doederlein; Johann Alexander; Johann Alexander Doederlein;1675;1745;http://viaf.org/viaf/77186064;http://viaf.org/viaf/;77186064;AM 06.19.1726 ;;;
Schwarz,  Christian Gottlieb;Schwarz; Christian Gottlieb; Christian Gottlieb Schwarz;1675;1751;http://viaf.org/viaf/22132932;http://viaf.org/viaf/;22132932;AM 19.07.1730 ;;;
Maffei, Scipione, marchese;Maffei;Scipione, marchese;Scipione, marchese Maffei;1675;1755;http://viaf.org/viaf/61555466;http://viaf.org/viaf/;61555466;AM 27.06.1748 ;;;
Fountaine,  Sir Andrew;Fountaine; Sir Andrew; Sir Andrew Fountaine;1676;1753;http://viaf.org/viaf/120202325;http://viaf.org/viaf/;120202325;AM 18.10.1701 ;;;
Hertenstein,  Johann Heinrich;Hertenstein; Johann Heinrich; Johann Heinrich Hertenstein;1676;1741;http://viaf.org/viaf/20007862;http://viaf.org/viaf/;20007862;AM 12.11.1721 ;;;
Carita, Peter;Carita;Peter;Peter Carita;1676;1756;http://viaf.org/viaf/59476977;http://viaf.org/viaf/;59476977;OM 30.03.1722 ;;;
Salomon,  Johann Andreas;Salomon; Johann Andreas; Johann Andreas Salomon;1676;1746;http://viaf.org/viaf/64410706;http://viaf.org/viaf/;64410706;AM 02.06.1726 ;;;
Sahme,  Arnold Heinrich;Sahme; Arnold Heinrich; Arnold Heinrich Sahme;1676;1734;http://viaf.org/viaf/23201490;http://viaf.org/viaf/;23201490;AM 07.17.1726 ;;;
Marinoni, Giovanni Jacopo de;Marinoni;Giovanni Jacopo de;Giovanni Jacopo de Marinoni;1676;1755;http://viaf.org/viaf/19668788;http://viaf.org/viaf/;19668788;AM 30.06.1746 ;;;
Maurice,  Antoine;Maurice; Antoine; Antoine Maurice;1677;1756;http://viaf.org/viaf/53848819;http://viaf.org/viaf/;53848819;AM 07.06.1713  to 23.01.1744 ;KM 23.01.1744 ;;
Double Maier,  Johann Gabriel;Double Maier; Johann Gabriel; Johann Gabriel Double Maier;1677;1750;http://viaf.org/viaf/no ID found;http://viaf.org/viaf/;no ID found;AM 12.04.1715 ;;;
Dithmar,  Justus Christoph;Dithmar; Justus Christoph; Justus Christoph Dithmar;1677;1737;http://viaf.org/viaf/2805506;http://viaf.org/viaf/;2805506;AM 02.12.1721 ;;;
Reinold,  Bernhard Heinrich;Reinold; Bernhard Heinrich; Bernhard Heinrich Reinold;1677;1726;http://viaf.org/viaf/80659579;http://viaf.org/viaf/;80659579;AM 03.30.1722 ;;;
Consett,  Thomas;Consett; Thomas; Thomas Consett;1677;1730;http://viaf.org/viaf/56970380;http://viaf.org/viaf/;56970380;AM 23.03.1724 ;;;
Maurice,  Antoine;Maurice; Antoine; Antoine Maurice;1677;1756;http://viaf.org/viaf/53848819;http://viaf.org/viaf/;53848819;AM 07.06.1713  to 23.01.1744 ;KM 23.01.1744 ;;
Cassini,  Jacques;Cassini; Jacques; Jacques Cassini;1677;1756;http://viaf.org/viaf/37217127;http://viaf.org/viaf/;37217127;AM 30.06.1746 ;;;
Krug von Nidda,  Theodor Christoph;Krug von Nidda; Theodor Christoph; Theodor Christoph Krug von Nidda;1678;1719;http://viaf.org/viaf/35369407;http://viaf.org/viaf/;35369407;OM 11.03.1701 ;;;
Spener,  Christian Maximilian;Spener; Christian Maximilian; Christian Maximilian Spener;1678;1714;http://viaf.org/viaf/74631738;http://viaf.org/viaf/;74631738;OM 11.03.1701 ;;;
Collas,  de Jean;Collas; de Jean; de Jean Collas;1678;1753;http://viaf.org/viaf/168782237;http://viaf.org/viaf/;168782237;AM 20.01.1704 ;;;
Hermann,  Jacob;Hermann; Jacob; Jacob Hermann;1678;1733;http://viaf.org/viaf/67268667;http://viaf.org/viaf/;67268667;AM 09.26.1707 ;;;
Bourguet,  Louis;Bourguet; Louis; Louis Bourguet;1678;1742;http://viaf.org/viaf/46887859;http://viaf.org/viaf/;46887859;AM 04.28.1710  to 06.13.1731 ;AM 06.13.1731 ;;
Kirstetter,  Otto;Kirstetter; Otto; Otto Kirstetter;1678;1748;http://viaf.org/viaf/172252338;http://viaf.org/viaf/;172252338;OM 29.11.1719 ;;;
Bourguet,  Louis;Bourguet; Louis; Louis Bourguet;1678;1742;http://viaf.org/viaf/46887859;http://viaf.org/viaf/;46887859;AM 04.28.1710  to 06.13.1731 ;AM 06.13.1731 ;;
Meisenbug,  Karl Wilhelm von;Meisenbug; Karl Wilhelm von; Karl Wilhelm von Meisenbug;1679;1726;http://viaf.org/viaf/47907313;http://viaf.org/viaf/;47907313;AM 14.11.1704 ;;;
Wolff,  Christian Baron;Wolff; Christian Baron; Christian Baron Wolff;1679;1754;http://viaf.org/viaf/7425989;http://viaf.org/viaf/;7425989;AM 08.01.1711 ;;;
Bashuysen,  Heinrich Jakob van;Bashuysen; Heinrich Jakob van; Heinrich Jakob van Bashuysen;1679;1758;http://viaf.org/viaf/69672394;http://viaf.org/viaf/;69672394;AM 09.03.1712 ;;;
Liebknecht,  Johann Georg;Liebknecht; Johann Georg; Johann Georg Liebknecht;1679;1749;http://viaf.org/viaf/8153997;http://viaf.org/viaf/;8153997;AM 07.10.1716 ;;;
Zurner,  Adam Friedrich;Zurner; Adam Friedrich; Adam Friedrich Zurner;1679;1742;http://viaf.org/viaf/314252;http://viaf.org/viaf/;314252;AM 10.08.1716 ;;;
Cöper,  Lueder;Cöper; Lueder; Lueder Cöper;1679;1733;http://viaf.org/viaf/no ID found;http://viaf.org/viaf/;no ID found;OM 29.12.1725 ;;;
Henkel,  Johann Friedrich;Henkel; Johann Friedrich; Johann Friedrich Henkel;1679;1744;http://viaf.org/viaf/37857422;http://viaf.org/viaf/;37857422;AM 02.06.1726 ;;;
Coschwitz,  Georg Daniel;Coschwitz; Georg Daniel; Georg Daniel Coschwitz;1679;1729;http://viaf.org/viaf/22478456;http://viaf.org/viaf/;22478456;AM 21.07.1728 ;;;
Salzmann,  Johann;Salzmann; Johann; Johann Salzmann;1679;1738;http://viaf.org/viaf/5983109;http://viaf.org/viaf/;5983109;AM 10.05.1729 ;;;
Walther,  Samuel;Walther; Samuel; Samuel Walther;1679;1754;http://viaf.org/viaf/41467173;http://viaf.org/viaf/;41467173;AM 10.05.1729 ;;;
Arnim, Georg Dietloff von;Arnim;Georg Dietloff von;Georg Dietloff von Arnim;1679;1753;http://viaf.org/viaf/17971606;http://viaf.org/viaf/;17971606;EM 16.02.1744 ;;;
Horrebow,  Peter Nielsen;Horrebow; Peter Nielsen; Peter Nielsen Horrebow;1679;1764;http://viaf.org/viaf/50315777;http://viaf.org/viaf/;50315777;AM 30.06.1746 ;;;
Meuschen,  Johann Gerhard;Meuschen; Johann Gerhard; Johann Gerhard Meuschen;1680;1743;http://viaf.org/viaf/62313721;http://viaf.org/viaf/;62313721;AM 11.08.1719 ;;;
Fäsch,  Johann Rudolf;Fäsch; Johann Rudolf; Johann Rudolf Fäsch;1680;1749;http://viaf.org/viaf/199152264;http://viaf.org/viaf/;199152264;AM 09.02.1723 ;;;
Horn,  Johann Gottlob;Horn; Johann Gottlob; Johann Gottlob Horn;1680;1754;http://viaf.org/viaf/268982000;http://viaf.org/viaf/;268982000;AM 06.19.1726 ;;;
Reusse,  Johann Hermann;Reusse; Johann Hermann; Johann Hermann Reusse;1680;;http://viaf.org/viaf/120365741;http://viaf.org/viaf/;120365741;AM 10.05.1729 ;;;
Michaelis,  Christian Benedict;Michaelis; Christian Benedict; Christian Benedict Michaelis;1680;1764;http://viaf.org/viaf/40220;http://viaf.org/viaf/;40220;AM 06.14.1730 ;;;
Hering,  George Karl;Hering; George Karl; George Karl Hering;1680;1750;http://viaf.org/viaf/127443413;http://viaf.org/viaf/;127443413;OM 31.10.1731 ;;;
Pahlen, Otto Christian von der;Pahlen;Otto Christian von der;Otto Christian von der Pahlen;1680;1756;http://viaf.org/viaf/2456392;http://viaf.org/viaf/;2456392;OM 19.01.1732 ;;;
Quirini,  Angelo Maria;Quirini; Angelo Maria; Angelo Maria Quirini;1680;1759;http://viaf.org/viaf/19687593;http://viaf.org/viaf/;19687593;AM 27.06.1748 ;;;
Boze,  Claude Gros de;Boze; Claude Gros de; Claude Gros de Boze;1680;1753;http://viaf.org/viaf/54186411;http://viaf.org/viaf/;54186411;AM 14.01.1751 ;;;
Kurdwanowski,  Jan Stefan Ligenza;Kurdwanowski; Jan Stefan Ligenza; Jan Stefan Ligenza Kurdwanowski;1680;1780;http://viaf.org/viaf/no ID found;http://viaf.org/viaf/;no ID found;AM 28.06.1753 ;;;
Wagner,  Johann Wilhelm;Wagner; Johann Wilhelm; Johann Wilhelm Wagner;1681;1745;http://viaf.org/viaf/13087859;http://viaf.org/viaf/;13087859;OM 07.10.1716 ;;;
Muys,  Wyer Willem;Muys; Wyer Willem; Wyer Willem Muys;1682;1744;http://viaf.org/viaf/52044812;http://viaf.org/viaf/;52044812;AM 04.11.1709 ;;;
Pauli, Johann Ulrich;Pauli;Johann Ulrich;Johann Ulrich Pauli;1682;1741;http://viaf.org/viaf/29963556;http://viaf.org/viaf/;29963556;AM 30.11.1712 ;;;
Marperger,  Bernhard Woldemar;Marperger; Bernhard Woldemar; Bernhard Woldemar Marperger;1682;1746;http://viaf.org/viaf/25362987;http://viaf.org/viaf/;25362987;AM 12.04.1715 ;;;
Hase,  Theodor;Hase; Theodor; Theodor Hase;1682;1731;http://viaf.org/viaf/22895591;http://viaf.org/viaf/;22895591;AM 07.11.1718 ;;;
Hiemer,  Eberhard Friedrich;Hiemer; Eberhard Friedrich; Eberhard Friedrich Hiemer;1682;1727;http://viaf.org/viaf/188879251;http://viaf.org/viaf/;188879251;AM 02.08.1724 ;;;
Alberti,  Michael;Alberti; Michael; Michael Alberti;1682;1757;http://viaf.org/viaf/44307307;http://viaf.org/viaf/;44307307;AM 06.19.1726 ;;;
Schlegel,  August Christian;Schlegel; August Christian; August Christian Schlegel;1682;1744;http://viaf.org/viaf/169000953?;http://viaf.org/viaf/;169000953?;AM 15.06.1736 ;;;
Fagnano di Sant Onorio, Giulio Carlo;Fagnano di Sant Onorio;Giulio Carlo;Giulio Carlo Fagnano di Sant Onorio;1682;1766;http://viaf.org/viaf/27850041;http://viaf.org/viaf/;27850041;AM 15.06.1752 ;;;
Morgagni,  Giovanni Battista;Morgagni; Giovanni Battista; Giovanni Battista Morgagni;1682;1771;http://viaf.org/viaf/68968590;http://viaf.org/viaf/;68968590;AM 18.07.1754 ;;;
Passionei,  Domenico;Passionei; Domenico; Domenico Passionei;1682;1761;http://viaf.org/viaf/67207119;http://viaf.org/viaf/;67207119;AM 16.10.1755 ;;;
Wolf,  Johann Christoph ;Wolf; Johann Christoph ; Johann Christoph  Wolf;1683;1739;http://viaf.org/viaf/32037036;http://viaf.org/viaf/;32037036;AM 06.04.1712 ;;;
Hertel,  Christian Gottlieb;Hertel; Christian Gottlieb; Christian Gottlieb Hertel;1683;1743;http://viaf.org/viaf/42981181;http://viaf.org/viaf/;42981181;AM 02.01.1713 ;;;
Poleni,  Giovanni ;Poleni; Giovanni ; Giovanni  Poleni;1683;1761;http://viaf.org/viaf/50023446;http://viaf.org/viaf/;50023446;AM 10.03.1715 ;;;
Reinbeck,  Johann Gustav;Reinbeck; Johann Gustav; Johann Gustav Reinbeck;1683;1741;http://viaf.org/viaf/86661;http://viaf.org/viaf/;86661;OM 03.07.1720 ;;;
Nolten,  John Arnold;Nolten; John Arnold; John Arnold Nolten;1683;1740;http://viaf.org/viaf/69361021;http://viaf.org/viaf/;69361021;OM 12.02.1721 ;;;
Pitschmann,  Christian Gottlob;Pitschmann; Christian Gottlob; Christian Gottlob Pitschmann;1683;1746;http://viaf.org/viaf/69275207;http://viaf.org/viaf/;69275207;AM 11.05.1722 ;;;
Holtze,  Joachim;Holtze; Joachim; Joachim Holtze;1683;1742;http://viaf.org/viaf/164948002;http://viaf.org/viaf/;164948002;AM 30.05.1725 ;;;
Grischow, Johann August;Grischow;Johann August;Johann August Grischow;1683;1743;http://viaf.org/viaf/23217227;http://viaf.org/viaf/;23217227;OM 27.07.1725 ;;;
Goebel,  Johann Wilhelm;Goebel; Johann Wilhelm; Johann Wilhelm Goebel;1683;1745;http://viaf.org/viaf/76397245;http://viaf.org/viaf/;76397245;AM 02.13.1726 ;;;
Egenolff, Johann Augustin;Egenolff;Johann Augustin;Johann Augustin Egenolff;1683;1729;http://viaf.org/viaf/64837928;http://viaf.org/viaf/;64837928;AM 03.06.1727 ;;;
Loyal,  Gottlieb Samuel;Loyal; Gottlieb Samuel; Gottlieb Samuel Loyal;1683;1743;http://viaf.org/viaf/56634461;http://viaf.org/viaf/;56634461;AM 04.06.1729 ;;;
Fassmann,  David;Fassmann; David; David Fassmann;1683;1744;http://viaf.org/viaf/18685998;http://viaf.org/viaf/;18685998;OM 25.04.1731 ;;;
Fourmont,  Etienne;Fourmont; Etienne; Etienne Fourmont;1683;1745;http://viaf.org/viaf/19724806;http://viaf.org/viaf/;19724806;AM 08.02.1741 ;;;
Réaumur,  René-Antoine de Ferchault;Réaumur; René-Antoine de Ferchault; René-Antoine de Ferchault Réaumur;1683;1757;http://viaf.org/viaf/59144347;http://viaf.org/viaf/;59144347;AM 01.19.1742 ;;;
Marschall, Samuel von;Marschall;Samuel von;Samuel von Marschall;1683;1749;http://viaf.org/viaf/40138854;http://viaf.org/viaf/;40138854;EM 16.02.1744 ;;;
Nicole,  François;Nicole; François; François Nicole;1683;1758;http://viaf.org/viaf/15550007;http://viaf.org/viaf/;15550007;AM 30.06.1746 ;;;
Naudé,  Philippe (the Younger);Naudé; Philippe (the Younger); Philippe (the Younger) Naudé;1684;1745;http://viaf.org/viaf/9094124;http://viaf.org/viaf/;9094124;OM 10.09.1711 ;;;
Bel,  Matthias;Bel; Matthias; Matthias Bel;1684;1749;http://viaf.org/viaf/66482984;http://viaf.org/viaf/;66482984;AM 11.05.1722  to 24.01.1744 ;AM 01.24.1744 ;;
Grillo,  Johann David;Grillo; Johann David; Johann David Grillo;1684;1766;http://viaf.org/viaf/107717352;http://viaf.org/viaf/;107717352;AM 24.02.1724 ;;;
Koehler,  Johann David;Koehler; Johann David; Johann David Koehler;1684;1755;http://viaf.org/viaf/137299;http://viaf.org/viaf/;137299;AM 06.19.1726 ;;;
Spener,  Karl Jacob;Spener; Karl Jacob; Karl Jacob Spener;1684;1730;http://viaf.org/viaf/13040769;http://viaf.org/viaf/;13040769;AM 06.19.1726 ;;;
Viereck,  Adam Otto von;Viereck; Adam Otto von; Adam Otto von Viereck;1684;1758;http://viaf.org/viaf/15545784;http://viaf.org/viaf/;15545784;EM 01.06.1747 ;;;
Holst,  Gabriel;Holst; Gabriel; Gabriel Holst;1685;;http://viaf.org/viaf/no ID found;http://viaf.org/viaf/;no ID found;AM 09.03.1712 ;AM 06.04.1712 ;;
Schmieder, Sigismund;Schmieder;Sigismund;Sigismund Schmieder;1685;1717;http://viaf.org/viaf/69274126;http://viaf.org/viaf/;69274126;AM 10.03.1715 ;;;
Scheurer,  Samuel;Scheurer; Samuel; Samuel Scheurer;1685;1747;http://viaf.org/viaf/160490445;http://viaf.org/viaf/;160490445;AM 01.05.1724 ;;;
Teichmeyer,  Hermann Friedrich;Teichmeyer; Hermann Friedrich; Hermann Friedrich Teichmeyer;1685;1744;http://viaf.org/viaf/74624917;http://viaf.org/viaf/;74624917;AM 03.01.1725  to 05.02.1746 ;;;
Westphal,  Andreas;Westphal; Andreas; Andreas Westphal;1685;1747;http://viaf.org/viaf/89544395;http://viaf.org/viaf/;89544395;AM 05.09.1726 ;;;
Klein,  Jacob Theodor;Klein; Jacob Theodor; Jacob Theodor Klein;1685;1759;http://viaf.org/viaf/27218731;http://viaf.org/viaf/;27218731;AM 19.04.1741 ;;;
Duhan de Jandun, Jacques-Égide;Duhan de Jandun;Jacques-Égide;Jacques-Égide Duhan de Jandun;1685;1746;http://viaf.org/viaf/37699466;http://viaf.org/viaf/;37699466;EM 23.01.1744 ;;;
Sallier,  Claude;Sallier; Claude; Claude Sallier;1685;1761;http://viaf.org/viaf/29524057;http://viaf.org/viaf/;29524057;AM 30.06.1746 ;;;
Hénault,  Charles-Jean-François;Hénault; Charles-Jean-François; Charles-Jean-François Hénault;1685;1770;http://viaf.org/viaf/118096;http://viaf.org/viaf/;118096;AM 05.08.1749 ;;;
Helvetius,  Jean-Claude-Adrien;Helvetius; Jean-Claude-Adrien; Jean-Claude-Adrien Helvetius;1685;1755;http://viaf.org/viaf/56707902;http://viaf.org/viaf/;56707902;AM 28.08.1754 ;;;
Lilienthal,  Michael;Lilienthal; Michael; Michael Lilienthal;1686;1750;http://viaf.org/viaf/27837100;http://viaf.org/viaf/;27837100;AM 01.25.1711 ;;;
Rousset de Missy,  Jean;Rousset de Missy; Jean; Jean Rousset de Missy;1686;1762;http://viaf.org/viaf/49248563;http://viaf.org/viaf/;49248563;AM 14.03.1731 ;;;
Seip,  Johann Philipp;Seip; Johann Philipp; Johann Philipp Seip;1686;1757;http://viaf.org/viaf/44735249;http://viaf.org/viaf/;44735249;AM 10.07.1733 ;;;
Volbrecht,  Johann Christian;Volbrecht; Johann Christian; Johann Christian Volbrecht;1686;1753;http://viaf.org/viaf/8229312;http://viaf.org/viaf/;8229312;AM 09.08.1734 ;;;
Stuss,  Johann Heinrich;Stuss; Johann Heinrich; Johann Heinrich Stuss;1686;1775;http://viaf.org/viaf/25377866;http://viaf.org/viaf/;25377866;AM 29.10.1738 ;;;
Bernoulli,  Nicholas;Bernoulli; Nicholas; Nicholas Bernoulli;1687;1759;http://viaf.org/viaf/74657167;http://viaf.org/viaf/;74657167;AM 07.06.1713 ;;;
Bocris,  Johann Heinrich;Bocris; Johann Heinrich; Johann Heinrich Bocris;1687;1716;http://viaf.org/viaf/20107886;http://viaf.org/viaf/;20107886;AM 11.07.1714 ;;;
Schöttgen,  Christian;Schöttgen; Christian; Christian Schöttgen;1687;1751;http://viaf.org/viaf/22132380;http://viaf.org/viaf/;22132380;AM 30.09.1723 ;;;
Schulze,  Johann Heinrich;Schulze; Johann Heinrich; Johann Heinrich Schulze;1687;1744;http://viaf.org/viaf/8287965;http://viaf.org/viaf/;8287965;AM 10.05.1729 ;;;
Moncrif,  François-Augustin Paradis de;Moncrif; François-Augustin Paradis de; François-Augustin Paradis de Moncrif;1687;1770;http://viaf.org/viaf/29544512;http://viaf.org/viaf/;29544512;AM 04.05.1747 ;;;
Solignac, Pierre-Joseph de La Pimpie;Solignac;Pierre-Joseph de La Pimpie;Pierre-Joseph de La Pimpie Solignac;1687;1773;http://viaf.org/viaf/69272896;http://viaf.org/viaf/;69272896;AM 28.08.1754 ;;;
Stosch,  Ferdinand;Stosch; Ferdinand; Ferdinand Stosch;1688;1727;http://viaf.org/viaf/13464743;http://viaf.org/viaf/;13464743;AM 11.05.1722 ;;;
Rost,  Johann Leonhard;Rost; Johann Leonhard; Johann Leonhard Rost;1688;1727;http://viaf.org/viaf/12446006;http://viaf.org/viaf/;12446006;AM 02.03.1723 ;;;
Holtzendorff , Ernst Konrad ;Holtzendorff ;Ernst Konrad ;Ernst Konrad  Holtzendorff ;1688;1751;http://viaf.org/viaf/81796036;http://viaf.org/viaf/;81796036;AM 16.11.1724 ;;;
König,  Johann Ulrich von;König; Johann Ulrich von; Johann Ulrich von König;1688;1744;http://viaf.org/viaf/7380686;http://viaf.org/viaf/;7380686;AM 21.07.1728 ;;;
Hein,  Johann Philipp;Hein; Johann Philipp; Johann Philipp Hein;1688;1775;http://viaf.org/viaf/58704565;http://viaf.org/viaf/;58704565;OM 19.04.1730 ;;;
Schmid,  Samuel Heinrich;Schmid; Samuel Heinrich; Samuel Heinrich Schmid;1688;1738;http://viaf.org/viaf/77251941;http://viaf.org/viaf/;77251941;OM 15.09.1735 ;;;
Schütze,  Eustasius Friedrich;Schütze; Eustasius Friedrich; Eustasius Friedrich Schütze;1688;1758;http://viaf.org/viaf/24991829;http://viaf.org/viaf/;24991829;AM 12.08.1746 ;;;
Eller, Eller;Eller;Eller;Eller Eller;1689;1760;http://viaf.org/viaf/44642007;http://viaf.org/viaf/;44642007;OM 12.09.1725 ;;;
Schübler,  Johann Jakob;Schübler; Johann Jakob; Johann Jakob Schübler;1689;1742;http://viaf.org/viaf/79202070;http://viaf.org/viaf/;79202070;AM 02.10.1734 ;;;
Kulmus,  Johann Adam;Kulmus; Johann Adam; Johann Adam Kulmus;1689;1745;http://viaf.org/viaf/47517980;http://viaf.org/viaf/;47517980;AM 08.23.1735 ;;;
Humbert, Abraham de;Humbert;Abraham de;Abraham de Humbert;1689;1761;http://viaf.org/viaf/61233472;http://viaf.org/viaf/;61233472;OM 23.01.1744 ;;;
Iken,  Konrad;Iken; Konrad; Konrad Iken;1689;1753;http://viaf.org/viaf/45439162;http://viaf.org/viaf/;45439162;AM 29.01.1745 ;;;
Montesquieu,  Charles Louis de Secondat Baron de la BrçÆde et de;Montesquieu; Charles Louis de Secondat Baron de la BrçÆde et de; Charles Louis de Secondat Baron de la BrçÆde et de Montesquieu;1689;1755;http://viaf.org/viaf/27069096;http://viaf.org/viaf/;27069096;AM 30.06.1746 ;;;
Liebezeit, György Zsigmond;Liebezeit;György Zsigmond;György Zsigmond Liebezeit;1690;1739;http://viaf.org/viaf/42970448;http://viaf.org/viaf/;42970448;AM 06.09.1723 ;;;
Selschop,  Samuel;Selschop; Samuel; Samuel Selschop;1690;1743;http://viaf.org/viaf/232329557;http://viaf.org/viaf/;232329557;OM 09.06.1723 ;;;
Rost,  Johann Karl;Rost; Johann Karl; Johann Karl Rost;1690;1731;http://viaf.org/viaf/170982055;http://viaf.org/viaf/;170982055;AM 07.17.1727 ;;;
Cerati,  Gaspar Comte;Cerati; Gaspar Comte; Gaspar Comte Cerati;1690;1769;http://viaf.org/viaf/59910506;http://viaf.org/viaf/;59910506;AM 30.06.1746 ;;;
Folkes,  Martin;Folkes; Martin; Martin Folkes;1690;1754;http://viaf.org/viaf/25477557;http://viaf.org/viaf/;25477557;AM 30.06.1746 ;;;
Beausobre,  Charles Louis de;Beausobre; Charles Louis de; Charles Louis de Beausobre;1690;1753;http://viaf.org/viaf/44289911;http://viaf.org/viaf/;44289911;OM 14.10.1751 ;;;
Boureau-Deslandes, André François;Boureau-Deslandes;André François;André François Boureau-Deslandes;1690;1757;http://viaf.org/viaf/76434990;http://viaf.org/viaf/;76434990;AM 05.10.1752 ;;;
Baiardi,  Octavio Antonio;Baiardi; Octavio Antonio; Octavio Antonio Baiardi;1690;1765;http://viaf.org/viaf/89121993;http://viaf.org/viaf/;89121993;AM 05.04.1759 ;;;
Langhansen,  Christoph;Langhansen; Christoph; Christoph Langhansen;1691;1770;http://viaf.org/viaf/359325;http://viaf.org/viaf/;359325;AM 11.29.1719 ;;;
Schwalbe, Christianus Georgius;Schwalbe;Christianus Georgius;Christianus Georgius Schwalbe;1691;1761;http://viaf.org/viaf/40563328;http://viaf.org/viaf/;40563328;AM 02.06.1726 ;;;
Weidler,  Johann Friedrich;Weidler; Johann Friedrich; Johann Friedrich Weidler;1691;1755;http://viaf.org/viaf/10199025;http://viaf.org/viaf/;10199025;AM 06.14.1730 ;;;
